2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,2,
2,2,196,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,198,2,3585,3585,3585,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3585,3585,3585,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3585,3585,3585,2,
2,2,287,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,289,2,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,3585,2,
2,2,287,288,16,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,15,288,289,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,
2,2,287,288,289,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,287,288,289,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,
2,2,287,288,289,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,287,288,289,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,
2,2,287,288,289,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,287,288,289,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,
2,2,287,288,289,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,287,288,289,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,
2,2,287,288,289,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,287,288,289,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3585,3675,3585,2,
